player_name,season,player_dob,dob_display,forename,surname,pl_index
Danny Holmes,2014/15,1989-01-06,,Danny,Holmes,"Holmes, Danny"
Marcus Holness,2014/15,1988-12-08,,Marcus,Holness,"Holness, Marcus"
Marcus Holness,2015/16,1988-12-08,,Marcus,Holness,"Holness, Marcus"
Jackie Hood,1959/60,1938-01-08,,Jackie,Hood,"Hood, Jackie"
Samuel Hopkinson,1935/36,1902-02-09,,Samuel,Hopkinson,"Hopkinson, Samuel"
Eric Hornby,1945/46,1923-03-31,,Eric,Hornby,"Hornby, Eric"
Eric Hornby,1947/48,1923-03-31,,Eric,Hornby,"Hornby, Eric"
Eric Hornby,1948/49,1923-03-31,,Eric,Hornby,"Hornby, Eric"
Evan Horwood,2013/14,1986-03-10,,Evan,Horwood,"Horwood, Evan"
Neil Horwood,1986/87,1964-08-04,,Neil,Horwood,"Horwood, Neil"
Florent Hoti,2022/23,2000-12-11,,Florent,Hoti,"Hoti, Florent"
Russell Howarth,2002/03,1982-03-27,,Russell,Howarth,"Howarth, Russell"
Russell Howarth,2003/04,1982-03-27,,Russell,Howarth,"Howarth, Russell"
Russell Howarth,2004/05,1982-03-27,,Russell,Howarth,"Howarth, Russell"
George Hudson,1966/67,1937-03-14,,George,Hudson,"Hudson, George"
George Hudson,1967/68,1937-03-14,,George,Hudson,"Hudson, George"
George Hudson,1968/69,1937-03-14,,George,Hudson,"Hudson, George"
David Hughes,1962/63,1943-04-27,,David,Hughes,"Hughes, David"
Jeff Hughes,2015/16,1985-05-29,,Jeff,Hughes,"Hughes, Jeff"
Jeff Hughes,2016/17,1985-05-29,,Jeff,Hughes,"Hughes, Jeff"
Jeff Hughes,2017/18,1985-05-29,,Jeff,Hughes,"Hughes, Jeff"
Mark Hughes,1985/86,1962-02-03,,Mark,Hughes,"Hughes, Mark"
Mark Hughes,1986/87,1962-02-03,,Mark,Hughes,"Hughes, Mark"
Mark Hughes,1987/88,1962-02-03,,Mark,Hughes,"Hughes, Mark"
Mark Hughes,1988/89,1962-02-03,,Mark,Hughes,"Hughes, Mark"
Mark Hughes,1989/90,1962-02-03,,Mark,Hughes,"Hughes, Mark"
Mark Hughes,1990/91,1962-02-03,,Mark,Hughes,"Hughes, Mark"
Mark Hughes,1991/92,1962-02-03,,Mark,Hughes,"Hughes, Mark"
Mark Hughes,1992/93,1962-02-03,,Mark,Hughes,"Hughes, Mark"
Mark Hughes,1993/94,1962-02-03,,Mark,Hughes,"Hughes, Mark"
Rhys Hughes,2022/23,2001-09-21,,Rhys,Hughes,"Hughes, Rhys"
Rhys Hughes,2023/24,2001-09-21,,Rhys,Hughes,"Hughes, Rhys"
Thomas Hughes,1921/22,,Unknown,Thomas,Hughes,"Hughes, Thomas"
Jordan Hugill,2014/15,1992-06-04,,Jordan,Hugill,"Hugill, Jordan"
Iain Hume,1999/00,1983-10-30,,Iain,Hume,"Hume, Iain"
Iain Hume,2000/01,1983-10-30,,Iain,Hume,"Hume, Iain"
Iain Hume,2001/02,1983-10-30,,Iain,Hume,"Hume, Iain"
Iain Hume,2002/03,1983-10-30,,Iain,Hume,"Hume, Iain"
Iain Hume,2003/04,1983-10-30,,Iain,Hume,"Hume, Iain"
Iain Hume,2004/05,1983-10-30,,Iain,Hume,"Hume, Iain"
Iain Hume,2005/06,1983-10-30,,Iain,Hume,"Hume, Iain"
Iain Hume,2014/15,1983-10-30,,Iain,Hume,"Hume, Iain"
Robert Hunt,1933/34,,Unknown,Robert,Hunt,"Hunt, Robert"
Bobby Hutchinson,1981/82,1953-06-19,,Bobby,Hutchinson,"Hutchinson, Bobby"
Bobby Hutchinson,1982/83,1953-06-19,,Bobby,Hutchinson,"Hutchinson, Bobby"
Bobby Hutchinson,1983/84,1953-06-19,,Bobby,Hutchinson,"Hutchinson, Bobby"
James Hyam,1921/22,,Unknown,James,Hyam,"Hyam, James"
Lloyd Iceton,1950/51,1920-03-30,,Lloyd,Iceton,"Iceton, Lloyd"
Lloyd Iceton,1951/52,1920-03-30,,Lloyd,Iceton,"Iceton, Lloyd"
Lloyd Iceton,1952/53,1920-03-30,,Lloyd,Iceton,"Iceton, Lloyd"
Lloyd Iceton,1953/54,1920-03-30,,Lloyd,Iceton,"Iceton, Lloyd"
Lloyd Iceton,1954/55,1920-03-30,,Lloyd,Iceton,"Iceton, Lloyd"
Michael Ihiekwe,2014/15,1992-11-20,,Michael,Ihiekwe,"Ihiekwe, Michael"
Michael Ihiekwe,2015/16,1992-11-20,,Michael,Ihiekwe,"Ihiekwe, Michael"
Michael Ihiekwe,2016/17,1992-11-20,,Michael,Ihiekwe,"Ihiekwe, Michael"
Sam Ilesanmi,2016/17,1998-07-13,,Sam,Ilesanmi,"Ilesanmi, Sam"
Mike Imlach,1984/85,1962-09-19,,Mike,Imlach,"Imlach, Mike"
Kenny Irons,1989/90,1970-11-04,,Kenny,Irons,"Irons, Kenny"
Kenny Irons,1990/91,1970-11-04,,Kenny,Irons,"Irons, Kenny"
Kenny Irons,1991/92,1970-11-04,,Kenny,Irons,"Irons, Kenny"
Kenny Irons,1992/93,1970-11-04,,Kenny,Irons,"Irons, Kenny"
Kenny Irons,1993/94,1970-11-04,,Kenny,Irons,"Irons, Kenny"
Kenny Irons,1994/95,1970-11-04,,Kenny,Irons,"Irons, Kenny"
Kenny Irons,1995/96,1970-11-04,,Kenny,Irons,"Irons, Kenny"
Kenny Irons,1996/97,1970-11-04,,Kenny,Irons,"Irons, Kenny"
Kenny Irons,1997/98,1970-11-04,,Kenny,Irons,"Irons, Kenny"
Kenny Irons,1998/99,1970-11-04,,Kenny,Irons,"Irons, Kenny"
Joe Ironside,2025/26,1993-10-16,,Joe,Ironside,"Ironside, Joe"
Andrew Jack,1948/49,1923-06-30,,Andrew,Jack,"Jack, Andrew"
Archie Jackson,1928/29,1901-01-25,,Archie,Jackson,"Jackson, Archie"
Archie Jackson,1929/30,1901-01-25,,Archie,Jackson,"Jackson, Archie"
David Jackson,1961/62,1937-01-23,,David,Jackson,"Jackson, David"
David Jackson,1962/63,1937-01-23,,David,Jackson,"Jackson, David"
George Jackson,1923/24,1893-06-17,,George,Jackson,"Jackson, George"
George Jackson,1924/25,1893-06-17,,George,Jackson,"Jackson, George"
George Jackson,1925/26,1893-06-17,,George,Jackson,"Jackson, George"
George Jackson,1926/27,1893-06-17,,George,Jackson,"Jackson, George"
George Jackson,1927/28,1893-06-17,,George,Jackson,"Jackson, George"
George Jackson,1928/29,1893-06-17,,George,Jackson,"Jackson, George"
George Jackson,1929/30,1893-06-17,,George,Jackson,"Jackson, George"
Jimmy Jackson,1924/25,1896-04-14,,Jimmy,Jackson,"Jackson, Jimmy"
Marlon Jackson,2015/16,1990-12-06,,Marlon,Jackson,"Jackson, Marlon"
Mike Jackson,2002/03,1973-12-04,,Mike,Jackson,"Jackson, Mike"
Mike Jackson,2004/05,1973-12-04,,Mike,Jackson,"Jackson, Mike"
Mike Jackson,2005/06,1973-12-04,,Mike,Jackson,"Jackson, Mike"
Pat Jackson,1951/52,1924-12-08,,Pat,Jackson,"Jackson, Pat"
Pat Jackson,1952/53,1924-12-08,,Pat,Jackson,"Jackson, Pat"
Pat Jackson,1953/54,1924-12-08,,Pat,Jackson,"Jackson, Pat"
Peter Jackson,1961/62,1937-01-23,,Peter,Jackson,"Jackson, Peter"
Peter Jackson,1962/63,1937-01-23,,Peter,Jackson,"Jackson, Peter"
Peter Jackson,1963/64,1937-01-23,,Peter,Jackson,"Jackson, Peter"
Peter Jackson,1964/65,1937-01-23,,Peter,Jackson,"Jackson, Peter"
William Jackson,1936/37,,Unknown,William,Jackson,"Jackson, William"
Ben Jago,2014/15,1996-09-04,,Ben,Jago,"Jago, Ben"
Calaum Jahraldo-Martin,2014/15,1993-04-27,,Calaum,Jahraldo-Martin,"Jahraldo-Martin, Calaum"
John James,1975/76,1948-10-24,,John,James,"James, John"
John James,1976/77,1948-10-24,,John,James,"James, John"
John James,1977/78,1948-10-24,,John,James,"James, John"
Oliver James,2005/06,1987-01-13,,Oliver,James,"James, Oliver"
Kyle Jameson,2022/23,1998-09-11,,Kyle,Jameson,"Jameson, Kyle"
Albert Jeffes,1924/25,1897-10-01,,Albert,Jeffes,"Jeffes, Albert"
Connor Jennings,2016/17,1991-10-29,,Connor,Jennings,"Jennings, Connor"
Connor Jennings,2017/18,1991-10-29,,Connor,Jennings,"Jennings, Connor"
Connor Jennings,2018/19,1991-10-29,,Connor,Jennings,"Jennings, Connor"
Connor Jennings,2019/20,1991-10-29,,Connor,Jennings,"Jennings, Connor"
Connor Jennings,2023/24,1991-10-29,,Connor,Jennings,"Jennings, Connor"
Connor Jennings,2024/25,1991-10-29,,Connor,Jennings,"Jennings, Connor"
Connor Jennings,2025/26,1991-10-29,,Connor,Jennings,"Jennings, Connor"
Dale Jennings,2010/11,1992-12-21,,Dale,Jennings,"Jennings, Dale"
Steven Jennings,2003/04,1984-10-28,,Steven,Jennings,"Jennings, Steven"
Steven Jennings,2004/05,1984-10-28,,Steven,Jennings,"Jennings, Steven"
Steven Jennings,2005/06,1984-10-28,,Steven,Jennings,"Jennings, Steven"
Steven Jennings,2006/07,1984-10-28,,Steven,Jennings,"Jennings, Steven"
Steven Jennings,2007/08,1984-10-28,,Steven,Jennings,"Jennings, Steven"
Steven Jennings,2008/09,1984-10-28,,Steven,Jennings,"Jennings, Steven"
Steven Jennings,2013/14,1984-10-28,,Steven,Jennings,"Jennings, Steven"
Steven Jennings,2014/15,1984-10-28,,Steven,Jennings,"Jennings, Steven"
Steven Jennings,2015/16,1984-10-28,,Steven,Jennings,"Jennings, Steven"
Steven Jennings,2016/17,1984-10-28,,Steven,Jennings,"Jennings, Steven"
Jake Jervis,2012/13,1991-09-17,,Jake,Jervis,"Jervis, Jake"
Richard Jobson,2000/01,1963-05-09,,Richard,Jobson,"Jobson, Richard"
Richard Jobson,2001/02,1963-05-09,,Richard,Jobson,"Jobson, Richard"
Brian Johnson,1968/69,1948-10-29,,Brian,Johnson,"Johnson, Brian"
Danny Johnson,2014/15,1993-02-28,,Danny,Johnson,"Johnson, Danny"
David Johnson,1974/75,1951-04-17,,David,Johnson,"Johnson, David"
Dickie Johnson,1971/72,1953-02-20,,Dickie,Johnson,"Johnson, Dickie"
Dickie Johnson,1972/73,1953-02-20,,Dickie,Johnson,"Johnson, Dickie"
Dickie Johnson,1973/74,1953-02-20,,Dickie,Johnson,"Johnson, Dickie"
Dickie Johnson,1974/75,1953-02-20,,Dickie,Johnson,"Johnson, Dickie"
Dickie Johnson,1975/76,1953-02-20,,Dickie,Johnson,"Johnson, Dickie"
Dickie Johnson,1976/77,1953-02-20,,Dickie,Johnson,"Johnson, Dickie"
Dickie Johnson,1977/78,1953-02-20,,Dickie,Johnson,"Johnson, Dickie"
Dickie Johnson,1978/79,1953-02-20,,Dickie,Johnson,"Johnson, Dickie"
Dickie Johnson,1979/80,1953-02-20,,Dickie,Johnson,"Johnson, Dickie"
Dickie Johnson,1980/81,1953-02-20,,Dickie,Johnson,"Johnson, Dickie"
Dickie Johnson,1981/82,1953-02-20,,Dickie,Johnson,"Johnson, Dickie"
John Johnson,1925/26,,Q4 1906,John,Johnson,"Johnson, John (b.1906)"
John Johnson,2008/09,1988-09-16,,John,Johnson,"Johnson, John (b.1988)"
Robert Johnstone,1946/47,1918-09-13,,Robert,Johnstone,"Johnstone, Robert"
Robert Johnstone,1947/48,1918-09-13,,Robert,Johnstone,"Johnstone, Robert"
Charlie Jolley,1953/54,1936-03-03,,Charlie,Jolley,"Jolley, Charlie (b.1936)"
Charlie Jolley,1954/55,1936-03-03,,Charlie,Jolley,"Jolley, Charlie (b.1936)"
Charlie Jolley,2020/21,2001-01-13,,Charlie,Jolley,"Jolley, Charlie (b.2001)"
Charlie Jolley,2021/22,2001-01-13,,Charlie,Jolley,"Jolley, Charlie (b.2001)"
Charlie Jolley,2023/24,2001-01-13,,Charlie,Jolley,"Jolley, Charlie (b.2001)"
Andrai Jones,2013/14,1992-01-01,,Andrai,Jones,"Jones, Andrai"
Benny Jones,1945/46,1920-03-23,,Benny,Jones,"Jones, Benny"
Benny Jones,1946/47,1920-03-23,,Benny,Jones,"Jones, Benny"
Benny Jones,1947/48,1920-03-23,,Benny,Jones,"Jones, Benny"
Derek Jones,1953/54,1929-04-24,,Derek,Jones,"Jones, Derek"
Derek Jones,1954/55,1929-04-24,,Derek,Jones,"Jones, Derek"
Derek Jones,1955/56,1929-04-24,,Derek,Jones,"Jones, Derek"
Derek Jones,1956/57,1929-04-24,,Derek,Jones,"Jones, Derek"
Derek Jones,1957/58,1929-04-24,,Derek,Jones,"Jones, Derek"
Derek Jones,1958/59,1929-04-24,,Derek,Jones,"Jones, Derek"
Derek Jones,1959/60,1929-04-24,,Derek,Jones,"Jones, Derek"
Derek Jones,1960/61,1929-04-24,,Derek,Jones,"Jones, Derek"
Ethan Jones,2016/17,1998-04-04,,Ethan,Jones,"Jones, Ethan"
Gary Jones,1993/94,1975-05-10,,Gary,Jones,"Jones, Gary"
Gary Jones,1994/95,1975-05-10,,Gary,Jones,"Jones, Gary"
Gary Jones,1995/96,1975-05-10,,Gary,Jones,"Jones, Gary"
Gary Jones,1996/97,1975-05-10,,Gary,Jones,"Jones, Gary"
Gary Jones,1997/98,1975-05-10,,Gary,Jones,"Jones, Gary"
Gary Jones,1998/99,1975-05-10,,Gary,Jones,"Jones, Gary"
Gary Jones,1999/00,1975-05-10,,Gary,Jones,"Jones, Gary"
Gary Jones,2002/03,1975-05-10,,Gary,Jones,"Jones, Gary"
Gary Jones,2003/04,1975-05-10,,Gary,Jones,"Jones, Gary"
Gary Jones,2004/05,1975-05-10,,Gary,Jones,"Jones, Gary"
Gwyn Jones,1938/39,1912-02-21,,Gwyn,Jones,"Jones, Gwyn"
Lee Jones,1996/97,1973-05-29,,Lee,Jones,"Jones, Lee"
Lee Jones,1997/98,1973-05-29,,Lee,Jones,"Jones, Lee"
Lee Jones,1998/99,1973-05-29,,Lee,Jones,"Jones, Lee"
Lee Jones,1999/00,1973-05-29,,Lee,Jones,"Jones, Lee"
Les Jones,1962/63,1940-11-09,,Les,Jones,"Jones, Les"
Les Jones,1963/64,1940-11-09,,Les,Jones,"Jones, Les"
Les Jones,1964/65,1940-11-09,,Les,Jones,"Jones, Les"
Martin Jones,1993/94,1975-03-27,,Martin,Jones,"Jones, Martin"
Mike Jones,2005/06,1987-08-15,,Mike,Jones,"Jones, Mike"
Mike Jones,2006/07,1987-08-15,,Mike,Jones,"Jones, Mike"
Mike Jones,2007/08,1987-08-15,,Mike,Jones,"Jones, Mike"
Ossie Jones,1936/37,1909-01-15,,Ossie,Jones,"Jones, Ossie"
Ossie Jones,1937/38,1909-01-15,,Ossie,Jones,"Jones, Ossie"
Robert Jones,1932/33,,~1911,Robert,Jones,"Jones, Robert"
Tommy Jones,1926/27,1909-12-06,,Tommy,Jones,"Jones, Tommy"
Tommy Jones,1927/28,1909-12-06,,Tommy,Jones,"Jones, Tommy"
Tommy Jones,1928/29,1909-12-06,,Tommy,Jones,"Jones, Tommy"
Jayden Joseph,2025/26,2006-04-29,,Jayden,Joseph,"Joseph, Jayden"
Brian Joy,1970/71,1951-02-26,,Brian,Joy,"Joy, Brian"
Ousmane Kané,2023/24,2001-07-23,,Ousmane,Kané,"Kané, Ousmane"
Antony Kay,2007/08,1982-10-21,,Antony,Kay,"Kay, Antony"
Antony Kay,2008/09,1982-10-21,,Antony,Kay,"Kay, Antony"
Josh Kay,2017/18,1997-01-30,,Josh,Kay,"Kay, Josh"
Michael Kay,2010/11,1989-09-12,,Michael,Kay,"Kay, Michael"
Michael Kay,2011/12,1989-09-12,,Michael,Kay,"Kay, Michael"
Michael Kay,2012/13,1989-09-12,,Michael,Kay,"Kay, Michael"
Sidney Kearney,1937/38,1917-03-28,,Sidney,Kearney,"Kearney, Sidney"
Sidney Kearney,1938/39,1917-03-28,,Sidney,Kearney,"Kearney, Sidney"
Jack Kearns,1938/39,1914-01-04,,Jack,Kearns,"Kearns, Jack"
Charles Kelly,1927/28,1894-06-14,,Charles,Kelly,"Kelly, Charles"
David Kelly,1997/98,1965-11-25,,David,Kelly,"Kelly, David"
David Kelly,1998/99,1965-11-25,,David,Kelly,"Kelly, David"
David Kelly,1999/00,1965-11-25,,David,Kelly,"Kelly, David"
John Kelly,1979/80,1960-10-20,,John,Kelly,"Kelly, John"
John Kelly,1980/81,1960-10-20,,John,Kelly,"Kelly, John"
John Kelly,1981/82,1960-10-20,,John,Kelly,"Kelly, John"
Noel Kelly,1955/56,1921-12-28,,Noel,Kelly,"Kelly, Noel"
Noel Kelly,1956/57,1921-12-28,,Noel,Kelly,"Kelly, Noel"
Robert Kelly,1984/85,1964-12-21,,Robert,Kelly,"Kelly, Robert"
Jeff Kenna,2000/01,1970-08-27,,Jeff,Kenna,"Kenna, Jeff"
Andy Kennedy,1930/31,1895-09-01,,Andy,Kennedy,"Kennedy, Andy"
David Kennedy,1967/68,1949-02-14,,David,Kennedy,"Kennedy, David"
David Kennedy,1968/69,1949-02-14,,David,Kennedy,"Kennedy, David"
David Kennedy,1969/70,1949-02-14,,David,Kennedy,"Kennedy, David"
Jack Kennedy,1930/31,,Unknown,Jack,Kennedy,"Kennedy, Jack"
Jack Kennedy,1931/32,,Unknown,Jack,Kennedy,"Kennedy, Jack"
Matthew Kennedy,2013/14,1994-11-01,,Matthew,Kennedy,"Kennedy, Matthew"
Nohan Kenneh,2025/26,2003-01-10,,Nohan,Kenneh,"Kenneh, Nohan"
Billy Kenny,1974/75,1951-10-23,,Billy,Kenny,"Kenny, Billy"
Billy Kenny,1975/76,1951-10-23,,Billy,Kenny,"Kenny, Billy"
Billy Kenny,1976/77,1951-10-23,,Billy,Kenny,"Kenny, Billy"
Jon Kenworthy,1993/94,1974-08-18,,Jon,Kenworthy,"Kenworthy, Jon"
Jon Kenworthy,1994/95,1974-08-18,,Jon,Kenworthy,"Kenworthy, Jon"
Jon Kenworthy,1995/96,1974-08-18,,Jon,Kenworthy,"Kenworthy, Jon"
John Kerr,1978/79,1959-11-23,,John,Kerr,"Kerr, John"
John Kerr,1979/80,1959-11-23,,John,Kerr,"Kerr, John"
John Kerr,1980/81,1959-11-23,,John,Kerr,"Kerr, John"
John Kerr,1981/82,1959-11-23,,John,Kerr,"Kerr, John"
John Kerr,1982/83,1959-11-23,,John,Kerr,"Kerr, John"
Otis Khan,2020/21,1995-09-05,,Otis,Khan,"Khan, Otis"
Saidou Khan,2024/25,1995-12-05,,Saidou,Khan,"Khan, Saidou"
Jackie Kidd,1955/56,1936-01-15,,Jackie,Kidd,"Kidd, Jackie"
Jackie Kidd,1956/57,1936-01-15,,Jackie,Kidd,"Kidd, Jackie"
Jackie Kidd,1958/59,1936-01-15,,Jackie,Kidd,"Kidd, Jackie"
Len Kieran,1947/48,1926-07-25,,Len,Kieran,"Kieran, Len"
Len Kieran,1948/49,1926-07-25,,Len,Kieran,"Kieran, Len"
Len Kieran,1949/50,1926-07-25,,Len,Kieran,"Kieran, Len"
Len Kieran,1950/51,1926-07-25,,Len,Kieran,"Kieran, Len"
Len Kieran,1951/52,1926-07-25,,Len,Kieran,"Kieran, Len"
Len Kieran,1952/53,1926-07-25,,Len,Kieran,"Kieran, Len"
Len Kieran,1953/54,1926-07-25,,Len,Kieran,"Kieran, Len"
Len Kieran,1954/55,1926-07-25,,Len,Kieran,"Kieran, Len"
Len Kieran,1955/56,1926-07-25,,Len,Kieran,"Kieran, Len"
Len Kieran,1956/57,1926-07-25,,Len,Kieran,"Kieran, Len"
John Kimberley,1922/23,,Q2 1899,John,Kimberley,"Kimberley, John"
Alan King,1962/63,1945-01-18,,Alan,King,"King, Alan"
Alan King,1963/64,1945-01-18,,Alan,King,"King, Alan"
Alan King,1964/65,1945-01-18,,Alan,King,"King, Alan"
Alan King,1965/66,1945-01-18,,Alan,King,"King, Alan"
Alan King,1966/67,1945-01-18,,Alan,King,"King, Alan"
Alan King,1967/68,1945-01-18,,Alan,King,"King, Alan"
Alan King,1968/69,1945-01-18,,Alan,King,"King, Alan"
Alan King,1969/70,1945-01-18,,Alan,King,"King, Alan"
Alan King,1970/71,1945-01-18,,Alan,King,"King, Alan"
Alan King,1971/72,1945-01-18,,Alan,King,"King, Alan"
Herbert King,1937/38,,Q1 1911,Herbert,King,"King, Herbert"
Johnny King,1960/61,1938-04-15,,Johnny,King,"King, Johnny"
Johnny King,1961/62,1938-04-15,,Johnny,King,"King, Johnny"
Johnny King,1962/63,1938-04-15,,Johnny,King,"King, Johnny"
Johnny King,1963/64,1938-04-15,,Johnny,King,"King, Johnny"
Johnny King,1964/65,1938-04-15,,Johnny,King,"King, Johnny"
Johnny King,1965/66,1938-04-15,,Johnny,King,"King, Johnny"
Johnny King,1966/67,1938-04-15,,Johnny,King,"King, Johnny"
Johnny King,1967/68,1938-04-15,,Johnny,King,"King, Johnny"
Pat Kinsella,1966/67,1943-11-08,,Pat,Kinsella,"Kinsella, Pat"
Jake Kirby,2011/12,1994-05-09,,Jake,Kirby,"Kirby, Jake"
Jake Kirby,2012/13,1994-05-09,,Jake,Kirby,"Kirby, Jake"
Jake Kirby,2013/14,1994-05-09,,Jake,Kirby,"Kirby, Jake"
Jake Kirby,2014/15,1994-05-09,,Jake,Kirby,"Kirby, Jake"
Jake Kirby,2015/16,1994-05-09,,Jake,Kirby,"Kirby, Jake"
Jake Kirby,2016/17,1994-05-09,,Jake,Kirby,"Kirby, Jake"
Jake Kirby,2017/18,1994-05-09,,Jake,Kirby,"Kirby, Jake"
Nya Kirby,2020/21,2000-01-31,,Nya,Kirby,"Kirby, Nya"
Harry Kitching,1931/32,,Q3 1905,Harry,Kitching,"Kitching, Harry"
Tony Knapp,1969/70,1936-10-13,,Tony,Knapp,"Knapp, Tony"
Tony Knapp,1970/71,1936-10-13,,Tony,Knapp,"Knapp, Tony"
Nat Knight-Percival,2021/22,1987-03-31,,Nat,Knight-Percival,"Knight-Percival, Nat"
Jason Koumas,1998/99,1979-09-25,,Jason,Koumas,"Koumas, Jason"
Jason Koumas,1999/00,1979-09-25,,Jason,Koumas,"Koumas, Jason"
Jason Koumas,2000/01,1979-09-25,,Jason,Koumas,"Koumas, Jason"
Jason Koumas,2001/02,1979-09-25,,Jason,Koumas,"Koumas, Jason"
Jason Koumas,2002/03,1979-09-25,,Jason,Koumas,"Koumas, Jason"
Jason Koumas,2013/14,1979-09-25,,Jason,Koumas,"Koumas, Jason"
Jason Koumas,2014/15,1979-09-25,,Jason,Koumas,"Koumas, Jason"
Dariusz Kubicki,1997/98,1963-06-06,,Dariusz,Kubicki,"Kubicki, Dariusz"
Joss Labadie,2009/10,1990-08-30,,Joss,Labadie,"Labadie, Joss"
Joss Labadie,2010/11,1990-08-30,,Joss,Labadie,"Labadie, Joss"
Joss Labadie,2011/12,1990-08-30,,Joss,Labadie,"Labadie, Joss"
Marc Laird,2014/15,1986-01-23,,Marc,Laird,"Laird, Marc"
Harry Lamb,1945/46,1925-06-03,,Harry,Lamb,"Lamb, Harry"
Harry Lamb,1947/48,1925-06-03,,Harry,Lamb,"Lamb, Harry"
Harry Lamb,1948/49,1925-06-03,,Harry,Lamb,"Lamb, Harry"
Harry Lamb,1949/50,1925-06-03,,Harry,Lamb,"Lamb, Harry"
Harry Lamb,1950/51,1925-06-03,,Harry,Lamb,"Lamb, Harry"
Harry Lamb,1951/52,1925-06-03,,Harry,Lamb,"Lamb, Harry"
Harry Lamb,1952/53,1925-06-03,,Harry,Lamb,"Lamb, Harry"
Bill Lamont,1951/52,1926-12-25,,Bill,Lamont,"Lamont, Bill"
Bill Lamont,1952/53,1926-12-25,,Bill,Lamont,"Lamont, Bill"
Bill Lamont,1953/54,1926-12-25,,Bill,Lamont,"Lamont, Bill"
Bill Lamont,1954/55,1926-12-25,,Bill,Lamont,"Lamont, Bill"
Bill Lamont,1955/56,1926-12-25,,Bill,Lamont,"Lamont, Bill"
Des Lancaster,1959/60,1937-07-16,,Des,Lancaster,"Lancaster, Des"
Frankie Lane,1969/70,1948-07-20,,Frankie,Lane,"Lane, Frankie"
Frankie Lane,1970/71,1948-07-20,,Frankie,Lane,"Lane, Frankie"
Frankie Lane,1971/72,1948-07-20,,Frankie,Lane,"Lane, Frankie"
Tommy Lawrence,1971/72,1940-05-14,,Tommy,Lawrence,"Lawrence, Tommy"
Tommy Lawrence,1972/73,1940-05-14,,Tommy,Lawrence,"Lawrence, Tommy"
Tommy Lawrence,1973/74,1940-05-14,,Tommy,Lawrence,"Lawrence, Tommy"
Craig Le Cornu,1980/81,1960-09-17,,Craig,Le Cornu,"Le Cornu, Craig"
Jake Leake,2023/24,2003-02-20,,Jake,Leake,"Leake, Jake"
Rex Leary,1922/23,,Q4 1897,Rex,Leary,"Leary, Rex"
Rex Leary,1923/24,,Q4 1897,Rex,Leary,"Leary, Rex"
Andy Lee,1984/85,1962-09-14,,Andy,Lee,"Lee, Andy"
Cliff Leeming,1947/48,1920-02-02,,Cliff,Leeming,"Leeming, Cliff"
Mark Leonard,1982/83,1962-09-27,,Mark,Leonard,"Leonard, Mark"
Alex Leslie,1925/26,,~1902,Alex,Leslie,"Leslie, Alex"
George Lewins,1930/31,1906-07-16,,George,Lewins,"Lewins, George"
George Lewins,1931/32,1906-07-16,,George,Lewins,"Lewins, George"
Cyril Lewis,1932/33,1909-04-10,,Cyril,Lewis,"Lewis, Cyril"
Ginger Lewis,1925/26,,Q1 1902,Ginger,Lewis,"Lewis, Ginger"
Ginger Lewis,1926/27,,Q1 1902,Ginger,Lewis,"Lewis, Ginger"
Ginger Lewis,1927/28,,Q1 1902,Ginger,Lewis,"Lewis, Ginger"
Ginger Lewis,1928/29,,Q1 1902,Ginger,Lewis,"Lewis, Ginger"
Ginger Lewis,1929/30,,Q1 1902,Ginger,Lewis,"Lewis, Ginger"
Ginger Lewis,1930/31,,Q1 1902,Ginger,Lewis,"Lewis, Ginger"
Ginger Lewis,1931/32,,Q1 1902,Ginger,Lewis,"Lewis, Ginger"
Ginger Lewis,1932/33,,Q1 1902,Ginger,Lewis,"Lewis, Ginger"
Ginger Lewis,1933/34,,Q1 1902,Ginger,Lewis,"Lewis, Ginger"
Joseph Lewis,1923/24,,Unknown,Joseph,Lewis,"Lewis, Joseph"
Joseph Lewis,1924/25,,Unknown,Joseph,Lewis,"Lewis, Joseph"
Norman Lewis,1936/37,1908-06-13,,Norman,Lewis,"Lewis, Norman"
Norman Lewis,1937/38,1908-06-13,,Norman,Lewis,"Lewis, Norman"
Norman Lewis,1938/39,1908-06-13,,Norman,Lewis,"Lewis, Norman"
Paul Lewis,2020/21,1994-12-17,,Paul,Lewis,"Lewis, Paul"
Paul Lewis,2022/23,1994-12-17,,Paul,Lewis,"Lewis, Paul"
Paul Lewis,2023/24,1994-12-17,,Paul,Lewis,"Lewis, Paul"
Harry Leyland,1960/61,1930-05-12,,Harry,Leyland,"Leyland, Harry"
Harry Leyland,1961/62,1930-05-12,,Harry,Leyland,"Leyland, Harry"
Harry Leyland,1962/63,1930-05-12,,Harry,Leyland,"Leyland, Harry"
Harry Leyland,1963/64,1930-05-12,,Harry,Leyland,"Leyland, Harry"
Harry Leyland,1964/65,1930-05-12,,Harry,Leyland,"Leyland, Harry"
Harry Leyland,1965/66,1930-05-12,,Harry,Leyland,"Leyland, Harry"
Harry Leyland,1966/67,1930-05-12,,Harry,Leyland,"Leyland, Harry"
Paul Linwood,2003/04,1983-10-24,,Paul,Linwood,"Linwood, Paul"
Paul Linwood,2004/05,1983-10-24,,Paul,Linwood,"Linwood, Paul"
Paul Linwood,2005/06,1983-10-24,,Paul,Linwood,"Linwood, Paul"
